id,insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
0,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 06:20:00,2019-05-29 09:16:00,AV City,38.55,Turista,Promo
1,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 07:00:00,2019-05-29 09:32:00,AVE,53.4,Turista,Promo
2,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 07:30:00,2019-05-29 09:51:00,AVE,47.3,Turista,Promo
3,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 08:00:00,2019-05-29 10:32:00,AVE,69.4,Preferente,Promo
4,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 08:30:00,2019-05-29 11:14:00,ALVIA,,Turista,Promo
5,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 09:00:00,2019-05-29 11:38:00,AVE,60.3,Turista,Promo
6,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 09:45:00,2019-05-29 12:27:00,INTERCITY,62.2,Turista,Flexible
7,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 10:00:00,2019-05-29 12:32:00,AVE,47.3,Turista,Promo
8,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 11:00:00,2019-05-29 13:32:00,AVE,53.4,Turista,Promo
9,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 11:05:00,2019-05-29 13:41:00,ALVIA,,Turista,Promo
10,2019/04/19 05:31:43,MADRID,SEVILLA,2019-05-29 12:00:00,2019-05-29 14:32:00,AVE,53.4,Turista,Promo
11,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 13:00:00,2019-05-29 15:40:00,AVE,53.4,Turista,Promo
12,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 13:30:00,2019-05-29 16:05:00,ALVIA,,Turista,Promo
13,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 14:00:00,2019-05-29 16:32:00,AVE,60.3,Turista,Promo
14,2019/04/19 05-31:43,MADRID,SEVILLA,2019-05-29 15:00:00,2019-05-29 17:21:00,AVE,60.3,Turista,Promo
15,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 16:00:00,2019-05-29 18:30:00,AVE,60.3,Turista,Promo
16,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 16:30:00,2019-05-29 18:51:00,AVE,76.3,Turista,Flexible
17,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 17:00:00,2019-05-29 19:38:00,AVE,76.3,Turista,Flexible
18,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 18:00:00,2019-05-29 20:32:00,AVE,76.3,Turista,Flexible
19,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 18:35:00,2019-05-29 21:08:00,ALVIA,67.2,Turista,Flexible
20,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 19:00:00,2019-05-29 21:38:00,AVE,76.3,Turista,Flexible
21,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 19:30:00,2019-05-29 22:05:00,AVE,60.3,Turista,Promo
22,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 20:35:00,2019-05-29 23:15:00,AVE,53.4,Turista,Promo
23,2019-04-19 05:31:43,MADRID,SEVILLA,2019-05-29 21:25:00,2019-05-30 00:10:00,AV City,43.55,Turista,Promo
24,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 06:20:00,2019-04-23 09:16:00,AV City,43.55,Turista,Promo
25,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 07:00:00,2019-04-23 09:32:00,AVE,76.3,Turista,Flexible
26,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 07:30:00,2019-04-23 09:51:00,AVE,76.3,Turista,Flexible
27,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 08:00:00,2019-04-23 10:32:00,AVE,76.3,Turista,Flexible
28,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 08:30:00,2019-04-23 11:14:00,ALVIA,,Turista,Flexible
29,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 09:00:00,2019-04-23 11:38:00,AVE,76.3,Turista,Flexible
30,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 09:45:00,2019-04-23 12:27:00,INTERCITY,62.2,Turista,Flexible
31,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 10:00:00,2019-04-23 12:32:00,AVE,76.3,Turista,Flexible
32,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 11:00:00,2019-04-23 13:32:00,AVE,69.4,Preferente,Promo
33,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 11:05:00,2019-04-23 13:41:00,ALVIA,67.2,Turista,Flexible
34,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 12:00:00,2019-04-23 14:32:00,AVE,53.4,Turista,Promo
35,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 13:00:00,2019-04-23 15:40:00,AVE,47.3,Turista,Promo
36,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 13:10:00,2019-04-23 20:51:00,MD-LD,34.35,Turista con enlace,Promo +
37,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 13:30:00,2019-04-23 16:05:00,ALVIA,,Turista,Promo
38,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 14:00:00,2019-04-23 16:32:00,AVE,60.3,Turista,Promo
39,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 15:00:00,2019-04-23 17:21:00,AVE,69.4,Preferente,Promo
40,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 16:00:00,2019-04-23 18:30:00,AVE,69.4,Preferente,Promo
41,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 16:30:00,2019-04-23 18:51:00,AVE,53.4,Turista,Promo
42,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 17:00:00,2019-04-23 19:38:00,AVE,76.3,Turista,Flexible
43,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 18:00:00,2019-04-23 20:32:00,AVE,76.3,Turista,Flexible
44,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 19:00:00,2019-04-23 21:38:00,AVE,69.4,Preferente,Promo
45,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 20:35:00,2019-04-23 23:15:00,AVE,53.4,Turista,Promo
46,2019-04-19 05:31:54,MADRID,SEVILLA,2019-04-23 21:25:00,2019-04-24 00:10:00,AV City,38.55,Turista,Promo
47,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 07:00:00,2019-05-26 09:55:00,AV City,43.55,Turista,Promo
48,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 08:30:00,2019-05-26 11:14:00,ALVIA,,Turista,Flexible
49,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 09:00:00,2019-05-26 11:38:00,AVE,76.3,Turista,Flexible
50,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 11:00:00,2019-05-26 13:32:00,AVE,76.3,Turista,Flexible
51,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 11:05:00,2019-05-26 13:41:00,ALVIA,,Preferente,Promo
52,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 12:00:00,2019-05-26 14:32:00,AVE,69.4,Preferente,Promo
53,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 13:00:00,2019-05-26 15:40:00,AVE,53.4,Turista,Promo
54,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 13:30:00,2019-05-26 16:05:00,ALVIA,,Turista,Promo
55,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 14:00:00,2019-05-26 16:32:00,AVE,53.4,Turista,Promo
56,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 15:00:00,2019-05-26 17:21:00,AVE,53.4,Turista,Promo
57,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 16:00:00,2019-05-26 18:30:00,AVE,60.3,Turista,Promo
58,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 16:30:00,2019-05-26 18:51:00,AVE,53.4,Turista,Promo
59,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 17:00:00,2019-05-26 19:38:00,AVE,53.4,Turista,Promo
60,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 18:00:00,2019-05-26 20:32:00,AVE,60.3,Turista,Promo
61,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 18:35:00,2019-05-26 21:08:00,ALVIA,,Turista,Promo
62,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 19:00:00,2019-05-26 21:38:00,AVE,60.3,Turista,Promo
63,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 19:30:00,2019-05-26 22:05:00,AVE,69.4,Preferente,Promo
64,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 20:00:00,2019-05-26 22:21:00,AVE,64.05,Turista Plus,Promo
65,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 20:35:00,2019-05-26 23:15:00,AVE,47.3,Turista,Promo
66,2019-04-19 05:32:09,MADRID,SEVILLA,2019-05-26 21:25:00,2019-05-27 00:10:00,AV City,43.55,Turista,Promo
67,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 06:10:00,2019-05-28 08:58:00,AV City,43.55,Turista,Promo
68,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 06:45:00,2019-05-28 09:15:00,AVE,76.3,Turista,Flexible
69,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 07:15:00,2019-05-28 09:55:00,AVE,53.4,Turista,Promo
70,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 07:40:00,2019-05-28 10:05:00,AVE,60.3,Turista,Promo
71,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 08:45:00,2019-05-28 11:15:00,AVE,76.3,Turista,Flexible
72,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 09:40:00,2019-05-28 12:23:00,AVE,69.4,Preferente,Promo
73,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 09:50:00,2019-05-28 12:36:00,ALVIA,,Turista,Promo
74,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 10:45:00,2019-05-28 13:17:00,AVE,53.4,Turista,Promo
75,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 11:45:00,2019-05-28 14:17:00,AVE,47.3,Turista,Promo
76,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 12:18:00,2019-05-28 14:56:00,ALVIA,,Turista,Promo
77,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 12:40:00,2019-05-28 15:23:00,AVE,47.3,Turista,Promo
78,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 13:40:00,2019-05-28 16:10:00,AVE,47.3,Turista,Promo
79,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 14:45:00,2019-05-28 17:15:00,AVE,47.3,Turista,Promo
80,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 14:58:00,2019-05-28 17:50:00,ALVIA,47.05,Turista,Promo
81,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 15:45:00,2019-05-28 18:15:00,AVE,69.4,Preferente,Promo
82,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 16:15:00,2019-05-28 18:54:00,AVE,53.4,Turista,Promo
83,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 16:45:00,2019-05-28 19:17:00,AVE,76.3,Turista,Flexible
84,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 17:45:00,2019-05-28 20:17:00,AVE,60.3,Turista,Promo
85,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 18:45:00,2019-05-28 21:17:00,AVE,60.3,Turista,Promo
86,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 19:19:00,2019-05-28 21:59:00,INTERCITY,62.2,Turista,Flexible
87,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 19:45:00,2019-05-28 22:17:00,AVE,47.3,Turista,Promo
88,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 20:36:00,2019-05-28 23:14:00,ALVIA,67.2,Turista,Flexible
89,2019-04-19 05:32:20,SEVILLA,MADRID,2019-05-28 21:00:00,2019-05-28 23:52:00,AV City,38.55,Turista,Promo
90,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 07:00:00,2019-05-26 10:02:00,AV City,,Turista con enlace,Flexible
91,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 08:45:00,2019-05-26 21:10:00,MD,52.5,Turista con enlace,Flexible
92,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 08:45:00,2019-05-26 11:15:00,AVE,,Turista,Flexible
93,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 09:50:00,2019-05-26 12:36:00,ALVIA,,Turista,Flexible
94,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 10:45:00,2019-05-26 13:17:00,AVE,,Turista,Flexible
95,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 11:45:00,2019-05-26 14:17:00,AVE,76.3,Turista,Flexible
96,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 12:18:00,2019-05-26 14:56:00,ALVIA,,Turista,Flexible
97,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 12:40:00,2019-05-26 15:23:00,AVE,,Turista,Flexible
98,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 13:40:00,2019-05-26 16:10:00,AVE,,Turista,Flexible
99,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 14:45:00,2019-05-26 17:15:00,AVE,76.3,Turista,Flexible
100,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 14:58:00,2019-05-26 17:50:00,ALVIA,,Turista,Flexible
101,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 15:45:00,2019-05-26 18:15:00,AVE,,Turista,Flexible
102,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 16:15:00,2019-05-26 18:54:00,AVE,,Turista,Flexible
103,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 16:45:00,2019-05-26 19:17:00,AVE,76.3,Turista,Flexible
104,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 17:45:00,2019-05-26 20:17:00,AVE,,Turista,Flexible
105,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 18:45:00,2019-05-26 21:17:00,AVE,76.3,Turista,Flexible
106,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 19:15:00,2019-05-26 21:36:00,AVE,69.4,Preferente,Promo
107,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 19:19:00,2019-05-26 21:59:00,INTERCITY,,Turista Plus,Promo
108,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 19:45:00,2019-05-26 22:17:00,AVE,72.3,Turista Plus,Promo
109,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 20:15:00,2019-05-26 22:36:00,AVE,69.4,Preferente,Promo
110,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 20:36:00,2019-05-26 23:14:00,ALVIA,,Turista Plus,Flexible
111,2019-04-19 05:32:28,SEVILLA,MADRID,2019-05-26 21:00:00,2019-05-26 23:52:00,AV City,74.6,Turista Plus,Flexible
112,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 07:00:00,2019-05-25 10:02:00,AV City,49.15,Turista,Promo
113,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 07:40:00,2019-05-25 10:05:00,AVE,60.3,Turista,Promo
114,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 08:45:00,2019-05-25 21:10:00,MD,52.5,Turista con enlace,Flexible
115,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 08:45:00,2019-05-25 11:15:00,AVE,69.35,Preferente,Promo
116,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 09:40:00,2019-05-25 12:23:00,AVE,61.45,Preferente,Promo
117,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 09:50:00,2019-05-25 12:36:00,ALVIA,87.4,Preferente,Flexible
118,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 10:45:00,2019-05-25 13:17:00,AVE,60.3,Turista,Promo
119,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 11:45:00,2019-05-25 14:17:00,AVE,60.3,Turista,Promo
120,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 12:18:00,2019-05-25 14:56:00,ALVIA,,Turista,Promo
121,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 13:40:00,2019-05-25 16:10:00,AVE,60.3,Turista,Promo
122,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 14:58:00,2019-05-25 17:50:00,ALVIA,,Turista,Promo
123,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 15:45:00,2019-05-25 18:15:00,AVE,60.3,Turista,Promo
124,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 16:45:00,2019-05-25 19:17:00,AVE,60.3,Turista,Promo
125,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 17:45:00,2019-05-25 20:17:00,AVE,60.3,Turista,Promo
126,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 18:45:00,2019-05-25 21:17:00,AVE,76.3,Turista,Flexible
127,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 19:45:00,2019-05-25 22:17:00,AVE,60.3,Turista,Promo
128,2019-04-19 05:32:34,SEVILLA,MADRID,2019-05-25 21:00:00,2019-05-25 23:52:00,AV City,49.15,Turista,Promo
129,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 06:10:00,2019-05-24 08:58:00,AV City,49.15,Turista,Promo
130,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 06:45:00,2019-05-24 09:15:00,AVE,60.3,Turista,Promo
131,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 07:40:00,2019-05-24 10:05:00,AVE,53.4,Turista,Promo
132,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 08:45:00,2019-05-24 11:15:00,AVE,69.4,Preferente,Promo
133,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 09:40:00,2019-05-24 12:23:00,AVE,60.3,Turista,Promo
134,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 09:50:00,2019-05-24 12:36:00,ALVIA,,Turista,Promo
135,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 10:45:00,2019-05-24 13:17:00,AVE,53.4,Turista,Promo
136,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 11:45:00,2019-05-24 14:17:00,AVE,60.3,Turista,Promo
137,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 12:18:00,2019-05-24 14:56:00,ALVIA,,Turista,Promo
138,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 12:40:00,2019-05-24 15:23:00,AVE,53.4,Turista,Promo
139,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 13:40:00,2019-05-24 16:10:00,AVE,47.3,Turista,Promo
140,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 14:45:00,2019-05-24 17:15:00,AVE,53.4,Turista,Promo
141,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 14:58:00,2019-05-24 17:50:00,ALVIA,67.2,Turista,Flexible
142,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 15:45:00,2019-05-24 18:15:00,AVE,53.4,Turista,Promo
143,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 16:15:00,2019-05-24 18:54:00,AVE,60.3,Turista,Promo
144,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 16:45:00,2019-05-24 19:17:00,AVE,60.3,Turista,Promo
145,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 17:45:00,2019-05-24 20:17:00,AVE,69.4,Preferente,Promo
146,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 18:45:00,2019-05-24 21:17:00,AVE,47.3,Turista,Promo
147,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 19:15:00,2019-05-24 21:36:00,AVE,53.4,Turista,Promo
148,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 19:19:00,2019-05-24 21:59:00,INTERCITY,62.2,Turista,Flexible
149,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 19:45:00,2019-05-24 22:17:00,AVE,60.3,Turista,Promo
150,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 20:15:00,2019-05-24 22:36:00,AVE,53.4,Turista,Promo
151,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 20:36:00,2019-05-24 23:14:00,ALVIA,67.2,Turista,Flexible
152,2019-04-19 05:32:42,SEVILLA,MADRID,2019-05-24 21:00:00,2019-05-24 23:52:00,AV City,49.15,Turista,Promo
153,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 06:10:00,2019-05-23 08:58:00,AV City,43.55,Turista,Promo
154,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 06:45:00,2019-05-23 09:15:00,AVE,76.3,Turista,Flexible
155,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 07:15:00,2019-05-23 09:55:00,AVE,47.3,Turista,Promo
156,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 07:40:00,2019-05-23 10:05:00,AVE,60.3,Turista,Promo
157,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 08:45:00,2019-05-23 11:15:00,AVE,69.4,Preferente,Promo
158,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 09:40:00,2019-05-23 12:23:00,AVE,47.3,Turista,Promo
159,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 09:50:00,2019-05-23 12:36:00,ALVIA,,Turista,Promo
160,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 10:45:00,2019-05-23 13:17:00,AVE,47.3,Turista,Promo
161,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 11:45:00,2019-05-23 14:17:00,AVE,47.3,Turista,Promo
162,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 12:18:00,2019-05-23 14:56:00,ALVIA,,Turista,Promo
163,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 12:40:00,2019-05-23 15:23:00,AVE,47.3,Turista,Promo
164,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 13:40:00,2019-05-23 16:10:00,AVE,47.3,Turista,Promo
165,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 14:45:00,2019-05-23 17:15:00,AVE,53.4,Turista,Promo
166,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 14:58:00,2019-05-23 17:50:00,ALVIA,47.05,Turista,Promo
167,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 15:45:00,2019-05-23 18:15:00,AVE,69.4,Preferente,Promo
168,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 16:15:00,2019-05-23 18:54:00,AVE,69.4,Preferente,Promo
169,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 16:45:00,2019-05-23 19:17:00,AVE,76.3,Turista,Flexible
170,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 17:45:00,2019-05-23 20:17:00,AVE,76.3,Turista,Flexible
171,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 18:45:00,2019-05-23 21:17:00,AVE,69.4,Preferente,Promo
172,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 19:15:00,2019-05-23 21:36:00,AVE,47.3,Turista,Promo
173,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 19:19:00,2019-05-23 21:59:00,INTERCITY,62.2,Turista,Flexible
174,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 19:45:00,2019-05-23 22:17:00,AVE,47.3,Turista,Promo
175,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 20:15:00,2019-05-23 22:36:00,AVE,47.3,Turista,Promo
176,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 20:36:00,2019-05-23 23:14:00,ALVIA,67.2,Turista,Flexible
177,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-23 21:00:00,2019-05-23 23:52:00,AV City,38.55,Turista,Promo
178,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 06:10:00,2019-05-22 08:58:00,AV City,43.55,Turista,Promo
179,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 06:45:00,2019-05-22 09:15:00,AVE,60.3,Turista,Promo
180,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 07:15:00,2019-05-22 09:55:00,AVE,60.3,Turista,Promo
181,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 07:40:00,2019-05-22 10:05:00,AVE,60.3,Turista,Promo
182,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 08:45:00,2019-05-22 11:15:00,AVE,76.3,Turista,Flexible
183,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 09:40:00,2019-05-22 12:23:00,AVE,47.3,Turista,Promo
184,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 09:50:00,2019-05-22 12:36:00,ALVIA,,Turista,Promo
185,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 10:45:00,2019-05-22 13:17:00,AVE,47.3,Turista,Promo
186,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 11:45:00,2019-05-22 14:17:00,AVE,47.3,Turista,Promo
187,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 12:18:00,2019-05-22 14:56:00,ALVIA,,Turista,Promo
188,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 12:40:00,2019-05-22 15:23:00,AVE,47.3,Turista,Promo
189,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 13:40:00,2019-05-22 16:10:00,AVE,47.3,Turista,Promo
190,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 14:45:00,2019-05-22 17:15:00,AVE,47.3,Turista,Promo
191,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 14:58:00,2019-05-22 17:50:00,ALVIA,40.3,Turista,Promo
192,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 15:45:00,2019-05-22 18:15:00,AVE,47.3,Turista,Promo
193,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 16:15:00,2019-05-22 18:54:00,AVE,47.3,Turista,Promo
194,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 16:45:00,2019-05-22 19:17:00,AVE,60.3,Turista,Promo
195,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 17:45:00,2019-05-22 20:17:00,AVE,60.3,Turista,Promo
196,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 18:45:00,2019-05-22 21:17:00,AVE,47.3,Turista,Promo
197,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 19:15:00,2019-05-22 21:36:00,AVE,47.3,Turista,Promo
198,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 19:19:00,2019-05-22 21:59:00,INTERCITY,62.2,Turista,Flexible
199,2019-04-19 05:32:50,SEVILLA,MADRID,2019-05-22 19:45:00,2019-05-22 22:17:00,AVE,47.3,Turista,Promo
